18/04/2018 21:19,BRIEF-Amazon Says Amazon Music Unlimited Membership Has More Than Doubled Over The Past Six Months
22/04/2018 18:44,Amazon to double down on groceries; foray deeper into fresh produce in India
23/04/2018 05:26,UPDATE 1-Australia's Myer names ex-House of Fraser head as new CEO; shares jump
23/04/2018 21:52,UPDATE 1-Glenview's Robbins says talk of Amazon's entering pharma is overblown
23/04/2018 21:54,Glenview's Robbins says talk of Amazon's entering pharma is overblown
24/04/2018 04:13,"BRIEF-Amazon Expands Grocery Delivery from Whole Foods Market to Denver, Sacramento and San Diego"
24/04/2018 04:43,BRIEF-Capital Float Raises $22 Mln In Equity Funding From Amazon
24/04/2018 11:10,"BRIEF-Buckle Up, Prime Members Amazon Launches In-Car Delivery"
24/04/2018 13:12,"CORRECTED-To beat porch thieves, Amazon slips packages in car trunks"
24/04/2018 18:46,Amazon CEO says right for big companies to be scrutinised
24/04/2018 19:33,UPDATE 1-Amazon boss Bezos supports scrutiny of big companies
24/04/2018 20:06,Protesters greet Amazon's Jeff Bezos in Germany
24/04/2018 20:06,Amazon boss Bezos supports scrutiny of big companies
24/04/2018 23:47,"To beat porch thieves, Amazon slips packages in car trunks"
25/04/2018 08:51,Carrefour strikes deal to become biggest buyer in French retail
25/04/2018 11:00,RPT-INSIGHT-Amazon.com plays catch-up in Brazil as local rivals thrive
25/04/2018 14:14,Amazon.com plays catch-up in Brazil as local rivals thrive
26/04/2018 14:08,"More parcels, higher prices lift UPS profit but costs soar"
26/04/2018 15:23,"EU strikes deal forcing Netflix, Amazon to fund European content"
26/04/2018 18:24,UPDATE 2-Mexico's Femsa to expand Amazon pick-up at Oxxo stores
26/04/2018 20:05,Amazon's first-quarter revenue surges 43 pct
26/04/2018 20:22,BRIEF-Amazon.com Reports Q1 EPS Of $3.27
26/04/2018 21:08,"Breakingviews - Amazon is getting bigger, but also heavier"
26/04/2018 21:45,E-commerce firm MercadoLibre pledges $175 mln Mexico investment
26/04/2018 22:09,"BRIEF-Amazon.com CFO Says Effective May 11, Going To Increase Price Of U.S. Annual Plan From $99 To $119 For New Members - Conf Call"
27/04/2018 00:51,GLOBAL MARKETS-Asian shares rise as U.S. earnings bolster Wall Street
